scope,feature_index,feature_name,rows,nonfinite,mean,std,min,max,zero_rate,constant_or_near_constant,missing_indicator_rate
34-1,37,history_n_C,18751,0,0.5294650951949229,0.5020076240191435,0.0,4.0,0.47128153165164527,False,
34-1,38,history_n_g,18751,0,0.0,0.0,0.0,0.0,1.0,True,
34-1,39,history_n_G,18751,0,0.0,0.0,0.0,0.0,1.0,True,
34-1,40,history_n_t,18751,0,0.006772972108154232,0.08645071314653559,0.0,2.0,0.9936003413151299,False,
34-1,41,history_n_T,18751,0,0.0,0.0,0.0,0.0,1.0,True,
34-1,42,history_n_w,18751,0,0.0,0.0,0.0,0.0,1.0,True,
34-1,43,history_n_W,18751,0,0.0,0.0,0.0,0.0,1.0,True,
34-1,44,duration_scaled,18751,0,-0.12458713835611018,0.8377739111129947,-0.5320997834205627,10.411115646362305,0.0,False,
34-1,45,orig_bytes_scaled,18751,0,-0.15057706216368177,0.7181943631031221,-0.43818697333335876,8.463321685791016,0.0,False,
34-1,46,resp_bytes_scaled,18751,0,-0.029515367537509614,0.8568845723034358,-0.35859110951423645,5.5512895584106445,0.0,False,
34-1,47,missed_bytes_scaled,18751,0,0.0005605741183024509,1.072091891044883,-0.02539154328405857,45.88248062133789,0.0,False,
34-1,48,orig_pkts_scaled,18751,0,-0.5593123601284747,1.2187854848187236,-1.463209629058838,13.974309921264648,0.0,False,
34-1,49,orig_ip_bytes_scaled,18751,0,-1.1515885692167378,1.6047180766017402,-2.6205437183380127,8.889530181884766,0.0,False,
34-1,50,resp_pkts_scaled,18751,0,-0.09943238628666519,0.80724467613826,-0.3873482644557953,9.270654678344727,0.0,False,
34-1,51,resp_ip_bytes_scaled,18751,0,-0.1119050117602228,0.8691065660170314,-0.4456983804702759,4.827550888061523,0.0,False,
34-1,52,duration_missing,18751,0,0.7164951202602527,0.45069930430775984,0.0,1.0,0.2835048797397472,False,0.7164951202602527
34-1,53,orig_bytes_missing,18751,0,0.7164951202602527,0.45069930430775984,0.0,1.0,0.2835048797397472,False,0.7164951202602527
34-1,54,resp_bytes_missing,18751,0,0.7164951202602527,0.45069930430775984,0.0,1.0,0.2835048797397472,False,0.7164951202602527
1-1,0,resp_port_well_known,20008,0,0.28618552578968415,0.45197717931126363,0.0,1.0,0.7138144742103159,False,
1-1,1,resp_port_registered,20008,0,0.5934626149540184,0.4911870719043376,0.0,1.0,0.4065373850459816,False,
1-1,2,resp_port_dynamic,20008,0,0.12035185925629747,0.32537253914528474,0.0,1.0,0.8796481407437026,False,
1-1,3,orig_port_is_wellknown,20008,0,0.028338664534186327,0.16593849651785195,0.0,1.0,0.9716613354658137,False,
1-1,4,proto_icmp,20008,0,0.01869252299080368,0.13543674750614013,0.0,1.0,0.9813074770091963,False,
1-1,5,proto_tcp,20008,0,0.5471311475409836,0.4977736985131597,0.0,1.0,0.45286885245901637,False,
1-1,6,proto_udp,20008,0,0.4341763294682127,0.49564830716721187,0.0,1.0,0.5658236705317873,False,
1-1,7,service_dns,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,8,service_irc,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,9,service_ssh,20008,0,4.998000799680128e-05,0.007069477349535957,0.0,1.0,0.9999500199920032,False,
1-1,10,service_other,20008,0,0.9999500199920032,0.007069477349535957,0.0,1.0,4.998000799680128e-05,False,
1-1,11,conn_state_OTH,20008,0,0.01869252299080368,0.13543674750614013,0.0,1.0,0.9813074770091963,False,
1-1,12,conn_state_REJ,20008,0,0.003948420631747301,0.06271228433299249,0.0,1.0,0.9960515793682527,False,
1-1,13,conn_state_RSTO,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,14,conn_state_RSTOS0,20008,0,0.00019992003198720512,0.01413789460874622,0.0,1.0,0.9998000799680128,False,
1-1,15,conn_state_RSTR,20008,0,0.0013994402239104358,0.037382907738298485,0.0,1.0,0.9986005597760895,False,
1-1,16,conn_state_RSTRH,20008,0,4.998000799680128e-05,0.007069477349535956,0.0,1.0,0.9999500199920032,False,
1-1,17,conn_state_S0,20008,0,0.9610655737704918,0.19343871557598594,0.0,1.0,0.0389344262295082,False,
1-1,18,conn_state_S1,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,19,conn_state_S2,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,20,conn_state_S3,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,21,conn_state_SF,20008,0,0.014644142343062775,0.12012365061926353,0.0,1.0,0.9853558576569372,False,
1-1,22,conn_state_SH,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,23,conn_state_SHR,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,24,history_n_s,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,25,history_n_S,20008,0,0.5468312674930028,0.4978020011862134,0.0,1.0,0.4531687325069972,False,
1-1,26,history_n_h,20008,0,0.008396641343462616,0.0912476726147679,0.0,1.0,0.9916033586565374,False,
1-1,27,history_n_H,20008,0,4.998000799680128e-05,0.007069477349535957,0.0,1.0,0.9999500199920032,False,
1-1,28,history_n_a,20008,0,0.007796881247501,0.08795504471213329,0.0,1.0,0.992203118752499,False,
1-1,29,history_n_A,20008,0,0.008496601359456218,0.09178457999465217,0.0,1.0,0.9915033986405438,False,
1-1,30,history_n_d,20008,0,0.014644142343062775,0.12012365061926351,0.0,1.0,0.9853558576569372,False,
1-1,31,history_n_D,20008,0,0.4425229908036785,0.4966854068863368,0.0,1.0,0.5574770091963215,False,
1-1,32,history_n_f,20008,0,0.007497001199520192,0.08626004969007717,0.0,1.0,0.9925029988004798,False,
1-1,33,history_n_F,20008,0,0.007497001199520192,0.08626004969007717,0.0,1.0,0.9925029988004798,False,
1-1,34,history_n_r,20008,0,0.005747700919632147,0.07559540233222262,0.0,1.0,0.9942522990803678,False,
1-1,35,history_n_R,20008,0,0.0006497401039584166,0.025481717794444792,0.0,1.0,0.9993502598960415,False,
1-1,36,history_n_c,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,37,history_n_C,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,38,history_n_g,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,39,history_n_G,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,40,history_n_t,20008,0,0.0002499000399840064,0.015806251609854327,0.0,1.0,0.999750099960016,False,
1-1,41,history_n_T,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,42,history_n_w,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,43,history_n_W,20008,0,0.0,0.0,0.0,0.0,1.0,True,
1-1,44,duration_scaled,20008,0,-0.2632833600247849,0.5691854665466716,-0.5320997834205627,4.193561553955078,0.0,False,
1-1,45,orig_bytes_scaled,20008,0,-0.4054748920365566,0.2508925398217675,-0.43818697333335876,3.3390486240386963,0.0,False,
1-1,46,resp_bytes_scaled,20008,0,-0.32664494822230017,0.26814550291102973,-0.35859110951423645,3.4021413326263428,0.0,False,
1-1,47,missed_bytes_scaled,20008,0,-0.02539154328405857,0.0,-0.02539154328405857,-0.02539154328405857,0.0,True,
1-1,48,orig_pkts_scaled,20008,0,-0.1544186963332219,0.49522010047180204,-0.37383121252059937,4.5878400802612305,0.0,False,
1-1,49,orig_ip_bytes_scaled,20008,0,0.018134891048728414,0.3625342290497703,-0.2651507556438446,2.4557182788848877,0.0,False,
1-1,50,resp_pkts_scaled,20008,0,-0.3466735643009599,0.350602055668955,-0.3873482644557953,5.3483757972717285,0.0,False,
1-1,51,resp_ip_bytes_scaled,20008,0,-0.40066496888454894,0.3255674688889178,-0.4456983804702759,3.192026376724243,0.0,False,
1-1,52,duration_missing,20008,0,0.8009796081567373,0.39926341614755656,0.0,1.0,0.1990203918432627,False,0.8009796081567373
1-1,53,orig_bytes_missing,20008,0,0.8009796081567373,0.39926341614755656,0.0,1.0,0.1990203918432627,False,0.8009796081567373
1-1,54,resp_bytes_missing,20008,0,0.8009796081567373,0.39926341614755656,0.0,1.0,0.1990203918432627,False,0.8009796081567373
3-1,0,resp_port_well_known,20506,0,0.9222666536623427,0.2677515139169284,0.0,1.0,0.07773334633765727,False,
3-1,1,resp_port_registered,20506,0,0.0004388959328976885,0.020945245361603533,0.0,1.0,0.9995611040671023,False,
3-1,2,resp_port_dynamic,20506,0,0.07729445040475959,0.26705808046450447,0.0,1.0,0.9227055495952404,False,
3-1,3,orig_port_is_wellknown,20506,0,0.09480152150590071,0.29294059641174175,0.0,1.0,0.9051984784940993,False,
3-1,4,proto_icmp,20506,0,0.058860821223056664,0.23536402645265062,0.0,1.0,0.9411391787769433,False,
3-1,5,proto_tcp,20506,0,0.9051497122793328,0.29300803852449814,0.0,1.0,0.09485028772066713,False,
3-1,6,proto_udp,20506,0,0.03598946649761046,0.18626385800478798,0.0,1.0,0.9640105335023895,False,
3-1,7,service_dns,20506,0,4.876621476640983e-05,0.006983110812718583,0.0,1.0,0.9999512337852335,False,
3-1,8,service_irc,20506,0,0.000292597288598459,0.017102972707256595,0.0,1.0,0.9997074027114016,False,
3-1,9,service_ssh,20506,0,0.2876231346922852,0.4526544676484136,0.0,1.0,0.7123768653077148,False,
3-1,10,service_other,20506,0,0.7120355018043499,0.4528144719138043,0.0,1.0,0.28796449819565006,False,
3-1,11,conn_state_OTH,20506,0,0.059299717155954355,0.23618480201142952,0.0,1.0,0.9407002828440456,False,
3-1,12,conn_state_REJ,20506,0,0.11328391690237004,0.3169395385142519,0.0,1.0,0.88671608309763,False,
3-1,13,conn_state_RSTO,20506,0,0.005900711986735589,0.07658912184367427,0.0,1.0,0.9940992880132644,False,
3-1,14,conn_state_RSTOS0,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,15,conn_state_RSTR,20506,0,0.0029747391007509997,0.054459985567694234,0.0,1.0,0.997025260899249,False,
3-1,16,conn_state_RSTRH,20506,0,4.876621476640983e-05,0.006983110812718582,0.0,1.0,0.9999512337852335,False,
3-1,17,conn_state_S0,20506,0,0.48829610845606164,0.49986300015376983,0.0,1.0,0.5117038915439384,False,
3-1,18,conn_state_S1,20506,0,0.0020481810201892128,0.04521046311085244,0.0,1.0,0.9979518189798108,False,
3-1,19,conn_state_S2,20506,0,0.0015605188725251145,0.039472568365557466,0.0,1.0,0.9984394811274749,False,
3-1,20,conn_state_S3,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,21,conn_state_SF,20506,0,0.326148444357749,0.4688023427850689,0.0,1.0,0.6738515556422511,False,
3-1,22,conn_state_SH,20506,0,0.00039012971813127864,0.019747848412784354,0.0,1.0,0.9996098702818688,False,
3-1,23,conn_state_SHR,20506,0,4.876621476640983e-05,0.006983110812718583,0.0,1.0,0.9999512337852335,False,
3-1,24,history_n_s,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,25,history_n_S,20506,0,0.9042231541987711,0.2942849666727754,0.0,1.0,0.0957768458012289,False,
3-1,26,history_n_h,20506,0,0.30327708963230277,0.4596739023878373,0.0,1.0,0.6967229103676973,False,
3-1,27,history_n_H,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,28,history_n_a,20506,0,0.30132644104164635,0.45883419333221187,0.0,1.0,0.6986735589583537,False,
3-1,29,history_n_A,20506,0,0.3037159855652004,0.45986148531634974,0.0,1.0,0.6962840144347996,False,
3-1,30,history_n_d,20506,0,0.3318540914854189,0.4708789159113053,0.0,1.0,0.6681459085145811,False,
3-1,31,history_n_D,20506,0,0.3333658441431776,0.4714160138369127,0.0,1.0,0.6666341558568224,False,
3-1,32,history_n_f,20506,0,0.2908417048668682,0.4541506441446513,0.0,1.0,0.7091582951331318,False,
3-1,33,history_n_F,20506,0,0.2981566370818297,0.45744863847855516,0.0,1.0,0.7018433629181703,False,
3-1,34,history_n_r,20506,0,0.11650248707695308,0.3209784883934907,0.0,2.0,0.8835462791378134,False,
3-1,35,history_n_R,20506,0,0.04286550277967424,0.29073616050081824,0.0,3.0,0.976202087193992,False,
3-1,36,history_n_c,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,37,history_n_C,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,38,history_n_g,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,39,history_n_G,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,40,history_n_t,20506,0,0.00287720667121818,0.05356237814911954,0.0,1.0,0.9971227933287818,False,
3-1,41,history_n_T,20506,0,0.0007314932214961474,0.027036237518616616,0.0,1.0,0.9992685067785039,False,
3-1,42,history_n_w,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,43,history_n_W,20506,0,0.0,0.0,0.0,0.0,1.0,True,
3-1,44,duration_scaled,20506,0,0.3677406268450803,0.8403293314931305,-0.5320997834205627,11.063961029052734,0.0,False,
3-1,45,orig_bytes_scaled,20506,0,0.5811113708508221,1.4287917940454753,-0.43818697333335876,3.8549578189849854,0.0,False,
3-1,46,resp_bytes_scaled,20506,0,0.8006076720231372,1.676743481938293,-0.35859110951423645,4.125880241394043,0.0,False,
3-1,47,missed_bytes_scaled,20506,0,-0.02539154328405857,0.0,-0.02539154328405857,-0.02539154328405857,0.0,True,
3-1,48,orig_pkts_scaled,20506,0,0.8784688307833673,1.3513354967596372,-1.463209629058838,11.136600494384766,0.0,False,
3-1,49,orig_ip_bytes_scaled,20506,0,0.7668064331529466,0.8134278067488073,-2.6205437183380127,4.995940208435059,0.0,False,
3-1,50,resp_pkts_scaled,20506,0,0.9061731823732664,1.6937904294340531,-0.3873482644557953,11.650644302368164,0.0,False,
3-1,51,resp_ip_bytes_scaled,20506,0,0.8426323722109473,1.5225956272601655,-0.4456983804702759,5.063934803009033,0.0,False,
3-1,52,duration_missing,20506,0,0.2907441724373354,0.4541057130570638,0.0,1.0,0.7092558275626646,False,0.2907441724373354
3-1,53,orig_bytes_missing,20506,0,0.2907441724373354,0.4541057130570638,0.0,1.0,0.7092558275626646,False,0.2907441724373354
3-1,54,resp_bytes_missing,20506,0,0.2907441724373354,0.4541057130570638,0.0,1.0,0.7092558275626646,False,0.2907441724373354
9-1,0,resp_port_well_known,20000,0,0.68855,0.463086274359325,0.0,1.0,0.31145,False,
9-1,1,resp_port_registered,20000,0,0.21245,0.40904155962444694,0.0,1.0,0.78755,False,
9-1,2,resp_port_dynamic,20000,0,0.099,0.298662016332844,0.0,1.0,0.901,False,
9-1,3,orig_port_is_wellknown,20000,0,0.06885,0.253198889215573,0.0,1.0,0.93115,False,
9-1,4,proto_icmp,20000,0,0.05925,0.2360920106653336,0.0,1.0,0.94075,False,
9-1,5,proto_tcp,20000,0,0.60215,0.4894541628181336,0.0,1.0,0.39785,False,
9-1,6,proto_udp,20000,0,0.3386,0.47323359982148355,0.0,1.0,0.6614,False,
9-1,7,service_dns,20000,0,0.02495,0.15597274601673203,0.0,1.0,0.97505,False,
9-1,8,service_irc,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,9,service_ssh,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,10,service_other,20000,0,0.97505,0.15597274601673203,0.0,1.0,0.02495,False,
9-1,11,conn_state_OTH,20000,0,0.0593,0.23618532977304071,0.0,1.0,0.9407,False,
9-1,12,conn_state_REJ,20000,0,0.09175,0.28867271693043667,0.0,1.0,0.90825,False,
9-1,13,conn_state_RSTO,20000,0,0.00385,0.06192880993527971,0.0,1.0,0.99615,False,
9-1,14,conn_state_RSTOS0,20000,0,0.00015,0.012246530120813812,0.0,1.0,0.99985,False,
9-1,15,conn_state_RSTR,20000,0,0.0007,0.026448251359967073,0.0,1.0,0.9993,False,
9-1,16,conn_state_RSTRH,20000,0,0.0003,0.017317909804592472,0.0,1.0,0.9997,False,
9-1,17,conn_state_S0,20000,0,0.8055,0.39581529783473496,0.0,1.0,0.1945,False,
9-1,18,conn_state_S1,20000,0,0.00025,0.015809411753762374,0.0,1.0,0.99975,False,
9-1,19,conn_state_S2,20000,0,0.00045,0.021208429927743355,0.0,1.0,0.99955,False,
9-1,20,conn_state_S3,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,21,conn_state_SF,20000,0,0.03755,0.19010522743996286,0.0,1.0,0.96245,False,
9-1,22,conn_state_SH,20000,0,0.0002,0.014140721339450825,0.0,1.0,0.9998,False,
9-1,23,conn_state_SHR,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,24,history_n_s,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,25,history_n_S,20000,0,0.6015,0.48958936875712483,0.0,1.0,0.3985,False,
9-1,26,history_n_h,20000,0,0.0097,0.09800974441350209,0.0,1.0,0.9903,False,
9-1,27,history_n_H,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,28,history_n_a,20000,0,0.00525,0.07226643411709201,0.0,1.0,0.99475,False,
9-1,29,history_n_A,20000,0,0.0064,0.07974358908401351,0.0,1.0,0.9936,False,
9-1,30,history_n_d,20000,0,0.0379,0.1909544186448693,0.0,1.0,0.9621,False,
9-1,31,history_n_D,20000,0,0.34425,0.4751230761602724,0.0,1.0,0.65575,False,
9-1,32,history_n_f,20000,0,0.00445,0.06655972881555333,0.0,1.0,0.99555,False,
9-1,33,history_n_F,20000,0,0.00535,0.07294777241287084,0.0,1.0,0.99465,False,
9-1,34,history_n_r,20000,0,0.09275,0.29008177726289536,0.0,1.0,0.90725,False,
9-1,35,history_n_R,20000,0,0.00425,0.0665727984990867,0.0,2.0,0.99585,False,
9-1,36,history_n_c,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,37,history_n_C,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,38,history_n_g,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,39,history_n_G,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,40,history_n_t,20000,0,0.0003,0.017317909804592472,0.0,1.0,0.9997,False,
9-1,41,history_n_T,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,42,history_n_w,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,43,history_n_W,20000,0,0.0,0.0,0.0,0.0,1.0,True,
9-1,44,duration_scaled,20000,0,0.419979267086077,1.645205749127002,-0.5320997834205627,6.612986087799072,0.0,False,
9-1,45,orig_bytes_scaled,20000,0,0.31089497528374194,1.25501755576043,-0.43818697333335876,4.144027233123779,0.0,False,
9-1,46,resp_bytes_scaled,20000,0,-0.2569842223972082,0.5217200999073102,-0.35859110951423645,5.4405012130737305,0.0,False,
9-1,47,missed_bytes_scaled,20000,0,-0.02108090018685907,0.43345896168029113,-0.02539154328405857,47.65139389038086,0.0,False,
9-1,48,orig_pkts_scaled,20000,0,-0.019879280257225036,0.708199504625391,-1.463209629058838,6.174670219421387,0.0,False,
9-1,49,orig_ip_bytes_scaled,20000,0,0.19044244840773752,0.6772927563185476,-2.6205437183380127,3.4761483669281006,0.0,False,
9-1,50,resp_pkts_scaled,20000,0,-0.2349853665679693,0.4523482240336821,-0.3873482644557953,6.181499481201172,0.0,False,
9-1,51,resp_ip_bytes_scaled,20000,0,-0.19066580185890197,0.668808656404597,-0.4456983804702759,4.717460632324219,0.0,False,
9-1,52,duration_missing,20000,0,0.63635,0.4810495582577745,0.0,1.0,0.36365,False,0.63635
9-1,53,orig_bytes_missing,20000,0,0.63635,0.4810495582577745,0.0,1.0,0.36365,False,0.63635
9-1,54,resp_bytes_missing,20000,0,0.63635,0.4810495582577745,0.0,1.0,0.36365,False,0.63635
36-1,0,resp_port_well_known,22666,0,0.11744463072443308,0.3219493584998029,0.0,1.0,0.8825553692755669,False,
36-1,1,resp_port_registered,22666,0,0.44136592252713314,0.4965501434486812,0.0,1.0,0.5586340774728669,False,
36-1,2,resp_port_dynamic,22666,0,0.4411894467484338,0.4965292728794998,0.0,1.0,0.5588105532515663,False,
36-1,3,orig_port_is_wellknown,22666,0,0.08426718432895085,0.2777880954508697,0.0,1.0,0.9157328156710491,False,
36-1,4,proto_icmp,22666,0,0.016368128474366892,0.1268866141269973,0.0,1.0,0.9836318715256331,False,
36-1,5,proto_tcp,22666,0,0.8825994882202418,0.3218969270024321,0.0,1.0,0.11740051177975823,False,
36-1,6,proto_udp,22666,0,0.10103238330539134,0.3013715992409103,0.0,1.0,0.8989676166946087,False,
36-1,7,service_dns,22666,0,0.033133327450807375,0.17898466432307814,0.0,1.0,0.9668666725491927,False,
36-1,8,service_irc,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,9,service_ssh,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,10,service_other,22666,0,0.9668666725491927,0.17898466432307814,0.0,1.0,0.033133327450807375,False,
36-1,11,conn_state_OTH,22666,0,0.016412247419041737,0.12705465577340286,0.0,1.0,0.9835877525809583,False,
36-1,12,conn_state_REJ,22666,0,4.4118944674843376e-05,0.006642062796568863,0.0,1.0,0.9999558810553252,False,
36-1,13,conn_state_RSTO,22666,0,4.4118944674843376e-05,0.006642062796568862,0.0,1.0,0.9999558810553252,False,
36-1,14,conn_state_RSTOS0,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,15,conn_state_RSTR,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,16,conn_state_RSTRH,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,17,conn_state_S0,22666,0,0.9555722227124327,0.20604356309492805,0.0,1.0,0.044427777287567284,False,
36-1,18,conn_state_S1,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,19,conn_state_S2,22666,0,4.4118944674843376e-05,0.006642062796568862,0.0,1.0,0.9999558810553252,False,
36-1,20,conn_state_S3,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,21,conn_state_SF,22666,0,0.027883173034501014,0.1646380930891423,0.0,1.0,0.972116826965499,False,
36-1,22,conn_state_SH,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,23,conn_state_SHR,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,24,history_n_s,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,25,history_n_S,22666,0,0.8825112503308921,0.3220017754148222,0.0,1.0,0.11748874966910791,False,
36-1,26,history_n_h,22666,0,8.823788934968675e-05,0.00939308806647579,0.0,1.0,0.9999117621106504,False,
36-1,27,history_n_H,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,28,history_n_a,22666,0,4.4118944674843376e-05,0.006642062796568863,0.0,1.0,0.9999558810553252,False,
36-1,29,history_n_A,22666,0,0.00013235683402453013,0.011503882635572097,0.0,1.0,0.9998676431659754,False,
36-1,30,history_n_d,22666,0,0.02792729197917586,0.1647645542642158,0.0,1.0,0.9720727080208241,False,
36-1,31,history_n_D,22666,0,0.10116474013941587,0.301546738486657,0.0,1.0,0.8988352598605841,False,
36-1,32,history_n_f,22666,0,4.4118944674843376e-05,0.006642062796568863,0.0,1.0,0.9999558810553252,False,
36-1,33,history_n_F,22666,0,8.823788934968675e-05,0.00939308806647579,0.0,1.0,0.9999117621106504,False,
36-1,34,history_n_r,22666,0,4.4118944674843376e-05,0.006642062796568863,0.0,1.0,0.9999558810553252,False,
36-1,35,history_n_R,22666,0,4.4118944674843376e-05,0.006642062796568862,0.0,1.0,0.9999558810553252,False,
36-1,36,history_n_c,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,37,history_n_C,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,38,history_n_g,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,39,history_n_G,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,40,history_n_t,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,41,history_n_T,22666,0,0.0,0.0,0.0,0.0,1.0,True,
36-1,42,history_n_w,22666,0,0.0,0.0,0.0,0.0,1.0,True,
